type,coords
school,"[(127.0049696, 37.4793901), (127.0050189, 37.4794112), (127.0050038, 37.4794533), (127.0054172, 37.47964), (127.0054779, 37.4795135), (127.0050265, 37.4792998), (127.0049696, 37.4793901)]"
school,"[(127.132164, 37.482098), (127.1321671, 37.4822818), (127.1329524, 37.4822734), (127.1329459, 37.4818898), (127.1321771, 37.4818981), (127.1321789, 37.4820038), (127.1326499, 37.4819988), (127.1326514, 37.4820929), (127.132164, 37.482098)]"
kindergarten,"[(127.1929194, 37.5580356), (127.1930007, 37.5581452), (127.1932284, 37.5580421), (127.1931552, 37.5579261), (127.1929194, 37.5580356)]"
school,"[(126.7858314, 37.5178999), (126.7858314, 37.5179914), (126.7865355, 37.5179658), (126.7865396, 37.5180105), (126.7866066, 37.5180137), (126.7866053, 37.5179626), (126.7868963, 37.5179552), (126.7872637, 37.5177956), (126.7872798, 37.5178212), (126.7872557, 37.5178382), (126.7873362, 37.5180339), (126.78743, 37.5180211), (126.7873576, 37.5178127), (126.7873201, 37.5178105), (126.7872986, 37.5177871), (126.78743, 37.5177467), (126.7873898, 37.5176616), (126.7873201, 37.5176616), (126.7873067, 37.5174042), (126.787304, 37.5171659), (126.7874274, 37.5171659), (126.7874193, 37.5167979), (126.7873603, 37.5168), (126.7862016, 37.5168128), (126.7861989, 37.5169106), (126.7873067, 37.5169085), (126.7873093, 37.5170978), (126.7872691, 37.5171361), (126.7872557, 37.5171787), (126.7872557, 37.5172957), (126.7872557, 37.5173574), (126.7871994, 37.5173616), (126.7872021, 37.5174255), (126.7872557, 37.5174233), (126.7872637, 37.517668), (126.7872235, 37.5177148), (126.7868212, 37.5178637), (126.7858314, 37.5178999)]"
school,"[(127.0858162, 37.4865105), (127.0863168, 37.4865179), (127.0863286, 37.4860136), (127.0861662, 37.4860113), (127.0861574, 37.4863914), (127.0859696, 37.4863886), (127.0859792, 37.4859716), (127.0858288, 37.4859694), (127.0858162, 37.4865105)]"
kindergarten,"[(127.1454375, 37.477506), (127.1454639, 37.4779838), (127.1456636, 37.4779768), (127.1456519, 37.4777666), (127.14558, 37.4777691), (127.145575, 37.4776786), (127.1456477, 37.4776761), (127.145638, 37.477499), (127.1454375, 37.477506)]"
school,"[(126.8390763, 37.4897904), (126.83914, 37.4897998), (126.8391742, 37.4896534), (126.8391104, 37.489644), (126.8390763, 37.4897904)]"
school,"[(126.8390354, 37.4899382), (126.839096, 37.489948), (126.8391286, 37.4898207), (126.839068, 37.489811), (126.8390354, 37.4899382)]"
church,"[(127.0870406, 37.4824791), (127.0872996, 37.482523), (127.0873337, 37.4823964), (127.0870746, 37.4823525), (127.0870406, 37.4824791)]"
school,"[(127.1355333, 37.4717765), (127.1355339, 37.4718235), (127.1357558, 37.4718192), (127.1356874, 37.4717721), (127.1355333, 37.4717765)]"
school,"[(127.1355793, 37.4719576), (127.1355944, 37.4722612), (127.1358907, 37.472252), (127.135872, 37.4719502), (127.1355793, 37.4719576)]"
school,"[(127.0302707, 37.6771916), (127.0303256, 37.6773139), (127.0304699, 37.6772865), (127.0304191, 37.6771675), (127.0302707, 37.6771916)]"
school,"[(127.149315, 37.4388326), (127.1494329, 37.4388838), (127.1494242, 37.4388965), (127.1495411, 37.4389473), (127.1496515, 37.4387872), (127.1496035, 37.4387664), (127.1495951, 37.4387786), (127.1495472, 37.4387577), (127.1495141, 37.4388058), (127.1494727, 37.4387878), (127.1496109, 37.4385874), (127.1496922, 37.4386228), (127.1497529, 37.4385347), (127.1496717, 37.4384993), (127.1498362, 37.438261), (127.1498623, 37.4382723), (127.1499401, 37.4381596), (127.149914, 37.4381482), (127.1499876, 37.4380415), (127.1498901, 37.4379991), (127.149315, 37.4388326)]"
school,"[(127.1486149, 37.4387773), (127.1490629, 37.4389722), (127.1490456, 37.4389972), (127.1490827, 37.4390134), (127.1491, 37.4389883), (127.1493713, 37.4391063), (127.149433, 37.4390168), (127.1486767, 37.4386877), (127.1486149, 37.4387773)]"
hotel,"[(126.9906257, 37.5687334), (126.990855, 37.5687453), (126.9908763, 37.5684886), (126.9906469, 37.5684766), (126.9906257, 37.5687334)]"
school,"[(126.8069602, 37.4905989), (126.8070554, 37.4906578), (126.8071509, 37.4905607), (126.807269, 37.4906337), (126.8073003, 37.4906019), (126.8074601, 37.4907008), (126.8074017, 37.4907602), (126.8076042, 37.4908855), (126.8076474, 37.4908415), (126.8076693, 37.490855), (126.8076794, 37.4908447), (126.8078097, 37.4909253), (126.8077822, 37.4909532), (126.8078649, 37.4910044), (126.8077705, 37.4911005), (126.8078671, 37.4911602), (126.8079951, 37.49103), (126.8079436, 37.4909981), (126.8080144, 37.490926), (126.8072068, 37.4904262), (126.8071362, 37.490498), (126.8070884, 37.4904684), (126.8069602, 37.4905989)]"
school,"[(126.8080978, 37.4907575), (126.8082506, 37.490852), (126.8085027, 37.4905956), (126.8083499, 37.490501), (126.8080978, 37.4907575)]"
school,"[(127.1970638, 37.5184968), (127.197092, 37.5185849), (127.1975182, 37.5184988), (127.1975319, 37.5185415), (127.1976415, 37.5185193), (127.197627, 37.5184743), (127.1977146, 37.5184566), (127.1977233, 37.5184838), (127.1977724, 37.5184739), (127.1977621, 37.5184418), (127.1979473, 37.5184044), (127.1979214, 37.5183238), (127.1970638, 37.5184968)]"
school,"[(126.9811205, 37.4922805), (126.9811224, 37.4924813), (126.9812312, 37.4924807), (126.9812301, 37.4923582), (126.9815445, 37.4923563), (126.981545, 37.4924075), (126.9815947, 37.4924072), (126.9816452, 37.4924069), (126.9817409, 37.4924063), (126.9817404, 37.4923563), (126.982006, 37.4923547), (126.9820063, 37.4923835), (126.9820064, 37.4923986), (126.9820787, 37.4923981), (126.9821062, 37.492398), (126.9821058, 37.4923548), (126.9820801, 37.4923549), (126.9820791, 37.4922472), (126.9816692, 37.4922495), (126.9816686, 37.4921906), (126.9815175, 37.4921915), (126.9815181, 37.4922541), (126.9811801, 37.4922561), (126.9811804, 37.4922802), (126.9811205, 37.4922805)]"
school,"[(126.9812567, 37.492708), (126.9813773, 37.492709), (126.9813779, 37.4926597), (126.9819488, 37.4926643), (126.9820016, 37.4926647), (126.9820028, 37.492567), (126.9819627, 37.4925667), (126.9816465, 37.4925642), (126.9815974, 37.4925638), (126.9812936, 37.4925615), (126.9812934, 37.4925834), (126.9812583, 37.4925832), (126.9812567, 37.492708)]"
school,"[(126.9818895, 37.4930658), (126.9818897, 37.4931025), (126.9820817, 37.4931016), (126.9820786, 37.4926659), (126.9820016, 37.4926647), (126.9819488, 37.4926643), (126.9819535, 37.4930656), (126.9818895, 37.4930658)]"
school,"[(126.9819604, 37.4923835), (126.9819627, 37.4925667), (126.9820834, 37.4925663), (126.9820812, 37.4925518), (126.9821055, 37.4925367), (126.9821066, 37.4924296), (126.9820787, 37.4923981), (126.9820064, 37.4923986), (126.9820063, 37.4923835), (126.9819604, 37.4923835)]"
school,"[(126.9815947, 37.4924072), (126.9815974, 37.4925638), (126.9816465, 37.4925642), (126.9816452, 37.4924069), (126.9815947, 37.4924072)]"
school,"[(126.9822768, 37.4923353), (126.9822863, 37.4925466), (126.9823694, 37.4925451), (126.9823561, 37.4923338), (126.9822768, 37.4923353)]"
church,"[(127.0990293, 37.5048146), (127.0995646, 37.5048908), (127.0996187, 37.5046516), (127.0990834, 37.5045754), (127.0990293, 37.5048146)]"
hospital,"[(126.9430231, 37.5634344), (126.9435656, 37.5638305), (126.9436971, 37.5637174), (126.9431548, 37.5633212), (126.9430231, 37.5634344)]"
university,"[(126.9637582, 37.5456852), (126.9638319, 37.5456886), (126.9639827, 37.5456944), (126.9640117, 37.5454501), (126.9640235, 37.5453465), (126.9640452, 37.5452122), (126.9638277, 37.5452001), (126.9637691, 37.5456316), (126.9637582, 37.5456852)]"
university,"[(126.9634146, 37.5461204), (126.9634924, 37.546129), (126.9634843, 37.546197), (126.9636801, 37.5462119), (126.9636909, 37.5461226), (126.9637633, 37.5461311), (126.9638035, 37.5457887), (126.9637338, 37.5457802), (126.9637365, 37.5456717), (126.9637582, 37.5456852), (126.9638277, 37.5452001), (126.9636399, 37.5451911), (126.9635809, 37.5456186), (126.9635594, 37.5456164), (126.9635407, 37.5457738), (126.9634575, 37.5457653), (126.9634146, 37.5461204)]"
school,"[(127.0811403, 37.6667868), (127.0815326, 37.6669901), (127.0816167, 37.6669125), (127.0813131, 37.6667387), (127.0814812, 37.6665502), (127.0816307, 37.6666352), (127.0816167, 37.6667055), (127.0819295, 37.6668164), (127.0819996, 37.6666907), (127.081668, 37.6665798), (127.0817194, 37.6665428), (127.0813972, 37.6663913), (127.0812104, 37.6666168), (127.0812664, 37.6666611), (127.0811403, 37.6667868)]"
school,"[(127.0767737, 37.6615175), (127.0777871, 37.6617652), (127.078156, 37.6618466), (127.0783242, 37.6616802), (127.0778852, 37.6615545), (127.0780159, 37.6612033), (127.078128, 37.6612957), (127.0785623, 37.6614325), (127.078609, 37.6613142), (127.0782354, 37.6612107), (127.0779179, 37.6609704), (127.0778105, 37.6610111), (127.0779039, 37.6611404), (127.0777171, 37.6616691), (127.0768157, 37.6614251), (127.0767737, 37.6615175)]"
school,"[(127.0802482, 37.6612957), (127.080393, 37.6613142), (127.0803743, 37.6613807), (127.0806311, 37.6614214), (127.0812196, 37.6614251), (127.0812878, 37.6612509), (127.0802715, 37.6611515), (127.0802482, 37.6612957)]"
school,"[(127.0810374, 37.6611035), (127.0811962, 37.661122), (127.0812382, 37.6607671), (127.0810654, 37.6607818), (127.0810374, 37.6611035)]"
school,"[(127.079473, 37.6604417), (127.0801922, 37.6605711), (127.0802155, 37.6604676), (127.0794823, 37.6603789), (127.079473, 37.6604417)]"
school,"[(127.0792582, 37.6601644), (127.0792582, 37.6602569), (127.0801408, 37.6602717), (127.0801595, 37.660353), (127.0802856, 37.660353), (127.0803089, 37.660194), (127.080463, 37.660194), (127.080477, 37.6595951), (127.0802762, 37.6595951), (127.0802809, 37.6594472), (127.0797158, 37.6594435), (127.0796691, 37.659669), (127.0802996, 37.6596653), (127.0802809, 37.6601607), (127.0792582, 37.6601644)]"
school,"[(127.078511, 37.6592661), (127.0797532, 37.6592587), (127.0797532, 37.6591071), (127.078525, 37.659096), (127.078511, 37.6592661)]"
school,"[(127.0725935, 37.6575533), (127.0728457, 37.6579822), (127.0739992, 37.6575755), (127.0739665, 37.6575053), (127.0729111, 37.6578602), (127.0727056, 37.6575201), (127.0725935, 37.6575533)]"
hospital,"[(126.8424389, 37.5584), (126.8424435, 37.558488), (126.842576, 37.5584819), (126.8425775, 37.5585161), (126.8426558, 37.558511), (126.842656, 37.5585257), (126.8427096, 37.5585231), (126.8427113, 37.5585728), (126.8425657, 37.5585864), (126.842565, 37.5586529), (126.8424793, 37.5586592), (126.8424809, 37.5587567), (126.8429849, 37.5587081), (126.8429667, 37.5585307), (126.8429611, 37.5584696), (126.8430705, 37.5584623), (126.8430767, 37.558422), (126.8431691, 37.558411), (126.843166, 37.558339), (126.8431506, 37.5583255), (126.8430782, 37.5583316), (126.8430813, 37.558306), (126.8429873, 37.558317), (126.8429904, 37.5583048), (126.8428949, 37.5583121), (126.8428902, 37.5583329), (126.842673, 37.5583549), (126.8426715, 37.5583414), (126.8425898, 37.5583487), (126.8425883, 37.558361), (126.8425067, 37.5583683), (126.8425082, 37.5583952), (126.8424389, 37.5584)]"
kindergarten,"[(127.1879425, 37.5728597), (127.1879506, 37.5729956), (127.1880015, 37.5729999), (127.1880122, 37.5730445), (127.1879506, 37.573053), (127.1879586, 37.573121), (127.1883795, 37.5730636), (127.1883634, 37.5729447), (127.1883232, 37.572951), (127.1883125, 37.5728809), (127.1879425, 37.5728597)]"
church,"[(127.0616986, 37.5065671), (127.0618622, 37.5066199), (127.0622074, 37.5059475), (127.0620438, 37.5058946), (127.0616986, 37.5065671)]"
temple,"[(127.10263, 37.5072167), (127.1030671, 37.5073956), (127.1032077, 37.5071796), (127.1027706, 37.5070006), (127.10263, 37.5072167)]"
university,"[(126.9568891, 37.5040981), (126.9569812, 37.504242), (126.9570507, 37.5042133), (126.956956, 37.5040706), (126.9568891, 37.5040981)]"
university,"[(127.0321956, 37.5879549), (127.0323511, 37.5881079), (127.0325872, 37.5879634), (127.0327642, 37.5881079), (127.0332202, 37.5878146), (127.0327267, 37.5873427), (127.032378, 37.5875935), (127.0325174, 37.5877466), (127.0321956, 37.5879549)]"
university,"[(127.0411212, 37.6065986), (127.0412361, 37.6066162), (127.0412842, 37.6064782), (127.0415289, 37.6065105), (127.0414955, 37.6066573), (127.0415956, 37.606672), (127.0416957, 37.6063578), (127.0412027, 37.6062903), (127.0411212, 37.6065986)]"
university,"[(127.041692, 37.6066808), (127.041818, 37.6066955), (127.0418847, 37.6064929), (127.0420626, 37.6065193), (127.0420515, 37.6065634), (127.0422257, 37.6065898), (127.0422405, 37.6065399), (127.0424036, 37.6065663), (127.0423888, 37.6066103), (127.0425037, 37.606628), (127.0425482, 37.6064782), (127.0422446, 37.6064354), (127.042108, 37.6064162), (127.0417772, 37.6063696), (127.041692, 37.6066808)]"
university,"[(127.0410619, 37.6067483), (127.0413065, 37.6070185), (127.0413992, 37.6069715), (127.0413398, 37.6068746), (127.0413658, 37.6067777), (127.0412509, 37.6067777), (127.0411619, 37.6066896), (127.0410619, 37.6067483)]"
university,"[(127.0414899, 37.6070379), (127.0415679, 37.6070385), (127.0415657, 37.6071637), (127.0417431, 37.6071672), (127.0417431, 37.607123), (127.0421338, 37.6071249), (127.0421398, 37.606931), (127.0416112, 37.6069298), (127.0416104, 37.6068658), (127.0414904, 37.6068646), (127.0414899, 37.6070379)]"
university,"[(127.042154, 37.6074417), (127.0424548, 37.6074479), (127.0424587, 37.6075033), (127.0429692, 37.6075002), (127.0429711, 37.6074125), (127.0430778, 37.6074141), (127.0430792, 37.6070077), (127.0428643, 37.6070066), (127.0428643, 37.6071404), (127.0428605, 37.607311), (127.0424606, 37.6073187), (127.0424587, 37.6072895), (127.0421559, 37.6072864), (127.042154, 37.6074417)]"
university,"[(127.043832, 37.6068574), (127.0442026, 37.6069183), (127.044257, 37.6068994), (127.0443371, 37.6067881), (127.0443367, 37.6067506), (127.0440452, 37.6067074), (127.0440461, 37.6066127), (127.0442866, 37.6066101), (127.0442894, 37.6064491), (127.0438941, 37.606447), (127.0438985, 37.6066864), (127.043832, 37.6068574)]"
university,"[(127.0431552, 37.60754), (127.043862, 37.6075442), (127.0438619, 37.6074581), (127.0438324, 37.6074093), (127.0437868, 37.607388), (127.0437198, 37.6073753), (127.0431565, 37.6073625), (127.0431552, 37.60754)]"
university,"[(127.0432477, 37.607167), (127.0433094, 37.6071755), (127.0432772, 37.6072839), (127.0437681, 37.607354), (127.043819, 37.6071755), (127.0437305, 37.6071585), (127.0437439, 37.6071245), (127.0435481, 37.6071075), (127.0435535, 37.6070693), (127.043532, 37.6070183), (127.0434918, 37.6069907), (127.0434435, 37.6069822), (127.0433765, 37.6069822), (127.0433175, 37.6070183), (127.0432853, 37.6070672), (127.0432477, 37.607167)]"
university,"[(127.0426675, 37.6066319), (127.042686, 37.6066672), (127.042725, 37.6066921), (127.042838, 37.6067039), (127.0428454, 37.6066451), (127.0429047, 37.6066495), (127.042927, 37.606466), (127.0427046, 37.6064543), (127.0426768, 37.606582), (127.0426675, 37.6066319)]"
school,"[(127.0398784, 37.598417), (127.0398784, 37.5985381), (127.0399267, 37.5985445), (127.039932, 37.5985806), (127.0401895, 37.5985743), (127.0401922, 37.5989292), (127.0402914, 37.5989292), (127.0402968, 37.5990418), (127.040447, 37.5990418), (127.0404202, 37.5984064), (127.0398784, 37.598417)]"
university,"[(127.0405842, 37.6057398), (127.0406704, 37.6057591), (127.0406445, 37.6058265), (127.041024, 37.6059054), (127.0411717, 37.6054549), (127.040902, 37.6054093), (127.0409344, 37.6053066), (127.0407362, 37.6052655), (127.0406144, 37.6056378), (127.0405842, 37.6057398)]"
school,"[(127.0456027, 37.6100001), (127.0456342, 37.6101469), (127.0465979, 37.6100265), (127.0465627, 37.6098665), (127.0456027, 37.6100001)]"
school,"[(127.0457028, 37.6104508), (127.0457268, 37.610605), (127.0461401, 37.6105609), (127.0461142, 37.6104097), (127.0457028, 37.6104508)]"
school,"[(127.0461086, 37.6101822), (127.0461457, 37.6103936), (127.0462884, 37.6103745), (127.0462736, 37.6102864), (127.0465182, 37.61026), (127.046546, 37.6103818), (127.0465979, 37.610376), (127.0466016, 37.6103994), (127.0461605, 37.6104494), (127.046179, 37.610558), (127.0466757, 37.6104993), (127.0466461, 37.610329), (127.0466906, 37.6103246), (127.0466665, 37.610191), (127.0466127, 37.6101998), (127.0465979, 37.6101293), (127.0461086, 37.6101822)]"
church,"[(127.0389849, 37.5961545), (127.0390873, 37.5963615), (127.03941, 37.5962783), (127.0393024, 37.5960653), (127.0389849, 37.5961545)]"
university,"[(127.0423846, 37.6069618), (127.0423846, 37.6071371), (127.0428325, 37.6071371), (127.0428311, 37.6069639), (127.0423846, 37.6069618)]"
university,"[(127.0438517, 37.6071158), (127.043893, 37.6072011), (127.0439181, 37.607195), (127.0439496, 37.6072742), (127.0438946, 37.607407), (127.0439013, 37.6075036), (127.0440274, 37.6076673), (127.0441141, 37.6076328), (127.0439912, 37.6074707), (127.0439939, 37.6073921), (127.0440408, 37.607271), (127.0439684, 37.6070914), (127.0438517, 37.6071158)]"
university,"[(127.0425207, 37.6062388), (127.0426245, 37.6062564), (127.0425985, 37.6063621), (127.0426393, 37.6063665), (127.0426263, 37.606415), (127.0427672, 37.6064355), (127.0427727, 37.6063915), (127.0428598, 37.6064047), (127.0428969, 37.6062946), (127.0428061, 37.6062799), (127.0428598, 37.6060655), (127.0428876, 37.6059584), (127.0426726, 37.6059055), (127.042567, 37.6060494), (127.0425207, 37.6062388)]"
church,"[(126.9341928, 37.6066557), (126.934222, 37.6068769), (126.9342317, 37.6069269), (126.9344308, 37.6069269), (126.9344253, 37.6068891), (126.9344162, 37.6068268), (126.9344401, 37.6067088), (126.9344478, 37.606671), (126.9343288, 37.6066287), (126.9341928, 37.6066557)]"
church,"[(126.9344162, 37.6068268), (126.9344253, 37.6068891), (126.9345668, 37.6068826), (126.9345765, 37.6067749), (126.9345303, 37.6067249), (126.9344401, 37.6067088), (126.9344162, 37.6068268)]"
school,"[(126.934727, 37.6068461), (126.9350225, 37.6068626), (126.9353121, 37.6068788), (126.9354044, 37.6063537), (126.9351278, 37.6063301), (126.9348411, 37.6063056), (126.9347974, 37.6065037), (126.934897, 37.6065172), (126.9348824, 37.6065806), (126.9347804, 37.606571), (126.934727, 37.6068461)]"
kindergarten,"[(126.9351289, 37.6069631), (126.9351289, 37.6070001), (126.9352581, 37.607121), (126.9353393, 37.607096), (126.9353379, 37.6069805), (126.9353202, 37.606979), (126.9351289, 37.6069631)]"
university,"[(127.0536735, 37.6059289), (127.0538505, 37.6061457), (127.0539739, 37.6060819), (127.0539149, 37.6060097), (127.0540946, 37.6059229), (127.0541563, 37.605993), (127.0542877, 37.6059271), (127.0541241, 37.6057079), (127.0536735, 37.6059289)]"
school,"[(126.8238479, 37.4773319), (126.8242178, 37.4774319), (126.8243093, 37.4772625), (126.8240918, 37.4771947), (126.8241243, 37.4771254), (126.8243215, 37.4771786), (126.8243784, 37.4770496), (126.8241528, 37.4769883), (126.8241853, 37.4768947), (126.8242016, 37.4768705), (126.8244923, 37.4768753), (126.8244963, 37.4767237), (126.8239922, 37.4767092), (126.8239333, 37.4771835), (126.8238682, 37.4771818), (126.8238479, 37.4773319)]"
kindergarten,"[(126.8246747, 37.4771559), (126.824957, 37.4772346), (126.8249791, 37.477231), (126.8250649, 37.4770576), (126.8248505, 37.4768977), (126.8248071, 37.4770028), (126.8249357, 37.4770773), (126.8249171, 37.4771278), (126.8247128, 37.4770759), (126.8246747, 37.4771559)]"
school,"[(126.8235012, 37.4773614), (126.8235234, 37.477397), (126.823802, 37.4774571), (126.8238303, 37.4771818), (126.8235439, 37.4771573), (126.8235012, 37.4773614)]"
retail,"[(126.9312651, 37.4997783), (126.9316132, 37.4999499), (126.9315931, 37.4999717), (126.9316072, 37.4999829), (126.9314746, 37.5001247), (126.9318674, 37.500376), (126.9319293, 37.5003704), (126.9322124, 37.500104), (126.9320111, 37.4999621), (126.9320294, 37.4999427), (126.9319196, 37.499867), (126.9319542, 37.4998331), (126.9315253, 37.4995331), (126.931509, 37.4995541), (126.931446, 37.4995299), (126.9312651, 37.4997783)]"
church,"[(126.9285295, 37.5752909), (126.9286141, 37.5753352), (126.9286633, 37.5753613), (126.9287845, 37.5752455), (126.928924, 37.5750666), (126.9287998, 37.5750053), (126.9286499, 37.5751695), (126.9285295, 37.5752909)]"
church,"[(126.9272957, 37.5744769), (126.9273787, 37.5745082), (126.9274783, 37.5745442), (126.9275973, 37.5744131), (126.9274156, 37.5743185), (126.9272957, 37.5744769)]"
church,"[(126.9269328, 37.5750637), (126.9271177, 37.5751521), (126.9273127, 37.5749044), (126.9271248, 37.5748247), (126.9269328, 37.5750637)]"
church,"[(126.9270412, 37.575221), (126.9272192, 37.5753153), (126.9272755, 37.5752429), (126.9271026, 37.5751608), (126.9270412, 37.575221)]"
church,"[(126.9281756, 37.5745424), (126.9282048, 37.5745685), (126.9281832, 37.5745926), (126.9282022, 37.5746057), (126.9282339, 37.5745786), (126.9282643, 37.5745866), (126.928372, 37.5744822), (126.9282833, 37.574435), (126.9281756, 37.5745424)]"
church,"[(126.9258309, 37.5744578), (126.925908, 37.5745166), (126.9260255, 37.5744242), (126.9259227, 37.5743514), (126.9258309, 37.5744578)]"
church,"[(126.9263301, 37.5742503), (126.926412, 37.574304), (126.926507, 37.5741926), (126.9264292, 37.574147), (126.9263301, 37.5742503)]"
university,"[(127.058545, 37.6199207), (127.0589392, 37.6204943), (127.0591538, 37.6203944), (127.0587756, 37.6198251), (127.058545, 37.6199207)]"
school,"[(126.9163239, 37.6102471), (126.916452, 37.6104242), (126.9166253, 37.6103605), (126.9165022, 37.6101854), (126.9163239, 37.6102471)]"
school,"[(126.9156179, 37.6093774), (126.9157435, 37.6095465), (126.9158214, 37.6095306), (126.9157963, 37.6096122), (126.915849, 37.6096261), (126.9158616, 37.6095843), (126.9158817, 37.6096082), (126.9160274, 37.6095405), (126.9158515, 37.6093017), (126.9156179, 37.6093774)]"
school,"[(126.9151531, 37.6095505), (126.9152637, 37.6097356), (126.9156531, 37.6095883), (126.915545, 37.6094132), (126.9151531, 37.6095505)]"
school,"[(126.9145326, 37.6107387), (126.9146883, 37.6109755), (126.9148516, 37.6109257), (126.9147084, 37.610677), (126.9145326, 37.6107387)]"
school,"[(126.8900601, 37.4842676), (126.8900797, 37.4847369), (126.8901026, 37.4851309), (126.8905273, 37.4851154), (126.8904979, 37.4849572), (126.8902757, 37.4849624), (126.8902463, 37.4846928), (126.8903574, 37.484685), (126.8903215, 37.484252), (126.8900601, 37.4842676)]"
hotel,"[(127.0154889, 37.5701974), (127.015713, 37.5702026), (127.0157138, 37.570181), (127.0156239, 37.570063), (127.015494, 37.57006), (127.0154889, 37.5701974)]"
hotel,"[(127.0101979, 37.5708434), (127.0103067, 37.5709812), (127.0105476, 37.5708617), (127.0104563, 37.5707461), (127.0102472, 37.5707835), (127.0102506, 37.5707954), (127.0101979, 37.5708434)]"
retail,"[(127.0025598, 37.5693422), (127.0025598, 37.5694245), (127.0029816, 37.5694267), (127.0064392, 37.5694334), (127.0065092, 37.5693869), (127.0065046, 37.5692868), (127.0054401, 37.5693118), (127.0053995, 37.5692958), (127.0044544, 37.5692975), (127.0040439, 37.5693297), (127.0036921, 37.5693351), (127.0032793, 37.5693315), (127.0032117, 37.5693494), (127.003003, 37.5693404), (127.0025598, 37.5693422)]"
hospital,"[(127.0052865, 37.5674549), (127.0053265, 37.5675811), (127.0053768, 37.5675713), (127.0056629, 37.5675168), (127.005666, 37.5675271), (127.0056029, 37.5675391), (127.0057052, 37.567876), (127.0057191, 37.567923), (127.005954, 37.5678782), (127.0058684, 37.5676187), (127.0058345, 37.5674982), (127.005754, 37.5675123), (127.0057504, 37.5674993), (127.0061264, 37.5674329), (127.0061179, 37.5674076), (127.0060869, 37.5673102), (127.0060641, 37.5673142), (127.0052865, 37.5674549), (127.0061031, 37.5673607), (127.0061184, 37.567407), (127.0063143, 37.5673679), (127.0064518, 37.567835), (127.0066297, 37.567802), (127.0064757, 37.5672794), (127.0063089, 37.5673103), (127.0063122, 37.5673213), (127.0061031, 37.5673607)]"
hospital,"[(127.0052003, 37.5671552), (127.0052865, 37.5674549), (127.0060641, 37.5673142), (127.0059771, 37.567012), (127.0056898, 37.5670639), (127.0056703, 37.5669961), (127.005473, 37.5670318), (127.0054933, 37.5671022), (127.0052003, 37.5671552)]"
hotel,"[(127.0052139, 37.5660666), (127.0052936, 37.5662688), (127.0056046, 37.5662246), (127.0055408, 37.5660236), (127.0052299, 37.5660514), (127.0052139, 37.5660666)]"
hotel,"[(127.0075883, 37.5646299), (127.0076462, 37.5647832), (127.0078154, 37.5648941), (127.0079746, 37.5648563), (127.0078874, 37.5646255), (127.0077133, 37.5646668), (127.0076902, 37.5646057), (127.0075883, 37.5646299)]"
retail,"[(127.1603265, 37.5557945), (127.1606001, 37.5558157), (127.1606108, 37.5557222), (127.1603319, 37.5556882), (127.1603265, 37.5557945)]"
retail,"[(127.0235629, 37.6314729), (127.0239103, 37.6315775), (127.0239713, 37.6313844), (127.0237071, 37.6313168), (127.0236767, 37.6314069), (127.0236035, 37.6313892), (127.0235629, 37.6314729)]"
church,"[(126.9174965, 37.5702215), (126.917569, 37.5703342), (126.917805, 37.5701684), (126.9176943, 37.5700892), (126.9174965, 37.5702215)]"
school,"[(126.7858985, 37.6639714), (126.7864265, 37.6641816), (126.7864887, 37.664075), (126.7862605, 37.6639934), (126.7862713, 37.6639702), (126.7861588, 37.6639324), (126.7863529, 37.6636019), (126.7862682, 37.6635678), (126.786336, 37.6634666), (126.7865347, 37.6635385), (126.7865717, 37.6634666), (126.7864716, 37.6634251), (126.7864823, 37.6633909), (126.7862636, 37.6632995), (126.7859038, 37.6639617), (126.7858985, 37.6639714)]"
school,"[(126.7849798, 37.6636674), (126.7856859, 37.6639223), (126.7856888, 37.6639171), (126.7857051, 37.6638878), (126.7857195, 37.6638621), (126.7856275, 37.6638257), (126.7856451, 37.663799), (126.7850311, 37.6635735), (126.7849798, 37.6636674)]"
school,"[(126.7858309, 37.6635915), (126.7859945, 37.6636511), (126.7860476, 37.66356), (126.7858857, 37.6635026), (126.7858309, 37.6635915)]"
kindergarten,"[(127.0609713, 37.6386325), (127.0609951, 37.6386381), (127.0609798, 37.6386769), (127.0610341, 37.6386882), (127.0610229, 37.6387179), (127.0611085, 37.6387361), (127.06113, 37.6386828), (127.0610966, 37.6386753), (127.0611041, 37.6386532), (127.0611299, 37.6386587), (127.061157, 37.6385948), (127.0610983, 37.6385799), (127.0610925, 37.638571), (127.0610015, 37.6385482), (127.0609713, 37.6386325)]"
school,"[(127.0614381, 37.6425235), (127.0621088, 37.6427166), (127.0621738, 37.6425653), (127.061495, 37.6423754), (127.0614381, 37.6425235)]"
school,"[(127.0615113, 37.6423175), (127.0621698, 37.6425042), (127.0622348, 37.6423497), (127.0615722, 37.6421694), (127.0615113, 37.6423175)]"
school,"[(127.0622267, 37.6427552), (127.0623853, 37.6428002), (127.062463, 37.6426282), (127.0622998, 37.6425911), (127.0622267, 37.6427552)]"
